drug,approved,odds_ratio,pvalue,adj_pvalue,pvalue_up,adj_pvalue_up,pvalue_down,adj_pvalue_down,count_significant,count_insignificant,count_up_significant
afatinib,True,2.9828636315110106,0.00222103494600634,0.6538851029349727,0.005768186592499976,1,0.9995230736486953,1,11,2337,10
dasatinib,True,1.9044942318774167,0.06801196575025932,1,0.019391948836728946,1,0.9980700381528579,1,9,3017,8
cabozantinib,True,2.665819596185178,0.03840691303611128,1,0.10889927281183243,1,0.9845331467608195,1,6,1474,5
panobinostat,True,2.7997953322047437,0.049907474169863575,1,0.1869745688685169,1,0.9690120535364075,1,5,1187,4
mitoxantrone,True,1.3035591176062844,0.3547473398501713,1,0.22632650672314492,1,0.9376886317190951,1,7,3473,5
fostamatinib,True,2.1630294731487387,0.08500772607255319,1,0.3434921615605793,1,0.891011332340161,1,6,1816,4
sirolimus,True,1.3485619753054938,0.29944023527240377,1,0.3631376566854454,1,0.8557270822482146,1,8,3806,5
lapatinib,True,1.7788774662558196,0.20103892174118446,1,0.49999999999849465,1,0.8128343140567624,1,5,1867,3
selumetinib,True,1.4840593345756956,0.31449064578720465,1,0.812779080193429,1,0.49999999999984596,1,5,2237,2
trifluoperazine,True,2.402586030908708,0.08301384516803463,1,0.8129511008605708,1,0.49999999999930705,1,5,1383,2
neratinib,True,3.923162257105879,0.007228306801712456,1,0.8913239309467436,1,0.3432831166045113,1,6,1002,2
bortezomib,True,0.6513478217544599,0.9842025907322127,1,0.9519611499977194,1,0.11881740143384781,1,18,17004,6
vorinostat,True,0.7895743900131565,0.840080576410948,1,0.9649280336953453,1,0.14437944569429215,1,8,6480,2
cefaclor,True,0,1,1,1,1,1,1,1,33,0
reserpine,True,0,1,1,1,1,1,1,3,517,2
nortriptyline,True,0,1,1,1,1,1,1,1,343,0
trilostane,True,0,1,1,1,1,1,1,1,309,0
tyloxapol,True,0,1,1,1,1,1,1,1,7,0
pinacidil,True,0,1,1,1,1,1,1,1,443,1
pimecrolimus,True,0,1,1,1,1,1,1,1,299,0
triamcinolone,True,0,1,1,1,1,1,1,1,479,0
baricitinib,True,0,1,1,1,1,1,1,2,596,1
estrone,True,0,1,1,1,1,1,1,2,668,0
mycophenolate-mofetil,True,0,1,1,1,1,1,1,1,737,0
pazopanib,True,0,1,1,1,1,1,1,2,1464,2
TUL,True,0,1,1,1,1,1,1,3,251,2
idarubicin,True,0,1,1,1,1,1,1,1,757,0
vilazodone,True,0,1,1,1,1,1,1,1,285,0
teniposide,True,0,1,1,1,1,1,1,1,319,0
raloxifene,True,0,1,1,1,1,1,1,3,1449,1
nicardipine,True,0,1,1,1,1,1,1,1,529,1
desvenlafaxine,True,0,1,1,1,1,1,1,1,291,0
darunavir,True,0,1,1,1,1,1,1,2,334,1
amlodipine,True,0,1,1,1,1,1,1,3,875,2
iloperidone,True,0,1,1,1,1,1,1,1,47,0
canagliflozin,True,0,1,1,1,1,1,1,1,449,1
tapentadol,True,0,1,1,1,1,1,1,1,11,0
maprotiline,True,0,1,1,1,1,1,1,1,483,1
fidaxomicin,True,0,1,1,1,1,1,1,1,297,1
oxybenzone,True,0,1,1,1,1,1,1,2,472,0
vinblastine,True,0,1,1,1,1,1,1,4,242,0
cefixime,True,0,1,1,1,1,1,1,1,71,1
istradefylline,True,0,1,1,1,1,1,1,1,149,0
regorafenib,True,0,1,1,1,1,1,1,1,737,1
halcinonide,True,0,1,1,1,1,1,1,1,401,1
zileuton,True,0,1,1,1,1,1,1,1,399,0
digitoxin,True,0,1,1,1,1,1,1,1,599,0
quinidine,True,0,1,1,1,1,1,1,1,397,0
orciprenaline,True,0,1,1,1,1,1,1,2,614,1
ambrisentan,True,0,1,1,1,1,1,1,1,483,0
dipyridamole,True,0,1,1,1,1,1,1,2,386,0
esmolol,True,0,1,1,1,1,1,1,1,349,0
lopinavir,True,0,1,1,1,1,1,1,2,900,2
tofacitinib,True,0,1,1,1,1,1,1,1,795,1
pimavanserin,True,0,1,1,1,1,1,1,1,323,0
phenacetin,True,0,1,1,1,1,1,1,1,265,1
paclitaxel,True,0,1,1,1,1,1,1,1,1043,1
cefoperazone,True,0,1,1,1,1,1,1,1,409,1
cobicistat,True,0,1,1,1,1,1,1,1,167,1
zonisamide,True,0,1,1,1,1,1,1,1,377,0
troglitazone,True,0,1,1,1,1,1,1,3,2181,0
valdecoxib,True,0,1,1,1,1,1,1,1,539,1
metronidazole,True,0,1,1,1,1,1,1,1,233,0
chlormezanone,True,0,1,1,1,1,1,1,1,307,0
benzylpenicillin,True,0,1,1,1,1,1,1,1,347,1
pravastatin,True,0,1,1,1,1,1,1,1,549,0
dydrogesterone,True,0,1,1,1,1,1,1,1,47,1
metaraminol,True,0,1,1,1,1,1,1,1,5,0
aripiprazole,True,0,1,1,1,1,1,1,3,517,0
rocuronium,True,0,1,1,1,1,1,1,1,289,1
atovaquone,True,0,1,1,1,1,1,1,1,207,1
tamoxifen,True,0,1,1,1,1,1,1,1,1105,1
cefazolin,True,0,1,1,1,1,1,1,1,29,1
paracetamol,True,0,1,1,1,1,1,1,1,597,1
acetazolamide,True,0,1,1,1,1,1,1,1,343,1
doxylamine,True,0,1,1,1,1,1,1,1,115,1
dienogest,True,0,1,1,1,1,1,1,1,311,1
diphenidol,True,0,1,1,1,1,1,1,1,345,0
imiquimod,True,0,1,1,1,1,1,1,1,455,1
desipramine,True,0,1,1,1,1,1,1,1,73,1
piperazine,True,0,1,1,1,1,1,1,1,129,1
bosutinib,True,0,1,1,1,1,1,1,1,995,1
rutin,True,0,1,1,1,1,1,1,1,429,0
exemestane,True,0,1,1,1,1,1,1,1,563,0
cinacalcet,True,0,1,1,1,1,1,1,1,173,1
meclizine,True,0,1,1,1,1,1,1,1,381,0
etacrynic-acid,True,0,1,1,1,1,1,1,1,517,0
thiothixene,True,0,1,1,1,1,1,1,1,375,0
simvastatin,True,0,1,1,1,1,1,1,2,1298,1
aspirin,True,0,1,1,1,1,1,1,1,339,1
grazoprevir,True,0,1,1,1,1,1,1,2,238,1
ciprofloxacin,True,0,1,1,1,1,1,1,1,357,1
VX-809,True,0,1,1,1,1,1,1,1,323,0
diclofenac,True,0,1,1,1,1,1,1,1,319,1
elvitegravir,True,0,1,1,1,1,1,1,1,219,1
dimethyl-fumarate,True,0,1,1,1,1,1,1,2,238,1
verapamil,True,0,1,1,1,1,1,1,1,657,0
balsalazide,True,0,1,1,1,1,1,1,1,413,0
belinostat,True,0,1,1,1,1,1,1,1,773,0
tranylcypromine,True,0,1,1,1,1,1,1,2,616,2
